datetime,date,hour,dayofweek,month,complaints,temperature,relative_humidity,wind_speed,wind_direction,precipitation,dew_point,vapor_pressure,atmospheric_pressure,solar_radiation,sunshine_duration
2021-01-01 00:00:00,2021-01-01,0,4,1,3,10.294190249420305,45.850843528554776,3.2650800868766896,305.4426366977136,0.0,5.5317476521429665,9.912217146621916,1016.5583770521362,0.0,0.0
2021-01-01 01:00:00,2021-01-01,1,4,1,0,5.415970205570556,40.64073252942505,3.468324994815284,163.25896098787274,0.0,0.4810914768352941,7.4543896961300105,1013.4987168702623,0.0,0.0
2021-01-01 02:00:00,2021-01-01,2,4,1,0,9.400934855642289,61.38648174069431,1.4822072212266488,171.86695839855915,0.0,4.659988040152747,18.933857636680024,1013.5360768303829,0.0,0.0
2021-01-01 03:00:00,2021-01-01,3,4,1,0,8.310066625529238,56.988190719341276,1.9419818784890457,47.84702314404039,0.0,4.7174516418445425,23.431568080528567,1014.1236199069366,0.0,0.0
2021-01-01 04:00:00,2021-01-01,4,4,1,3,5.342841674535086,74.82350753536414,1.3110899907932,205.17304422094668,0.0,-2.392530274740535,23.19306569255944,1009.121028977095,0.0,0.0
2021-01-01 05:00:00,2021-01-01,5,4,1,2,10.391567372810922,88.83327160937041,4.135524913573467,100.88762147872251,0.0,3.363052720195247,6.250049843703347,1008.3051246794786,0.0,0.0
2021-01-01 06:00:00,2021-01-01,6,4,1,0,8.745686591283423,50.339130980807695,1.3576821300565516,38.92113195289156,0.0,4.808572047520536,12.832792214589395,1014.844492939985,0.0,0.0
2021-01-01 07:00:00,2021-01-01,7,4,1,0,10.448307595249263,52.15180701869687,1.1151283831055823,170.7153859491323,0.0,8.210271223059541,10.74700609898333,1013.0309528451411,15.380650282806792,0.10509955411933514
2021-01-01 08:00:00,2021-01-01,8,4,1,2,15.490312121558805,56.86512884321982,1.5222124275489854,16.225662247978473,0.0,8.342327207760809,14.09390238697264,1007.8961546721403,19.052524334345794,0.780571766756611
2021-01-01 09:00:00,2021-01-01,9,4,1,9,9.612092845038854,63.29688174416526,1.3557634762456916,43.247427634760186,0.0,3.158723369834263,6.00891165602542,1014.4458159945214,12.516655849323406,0.9765987481181818
2021-01-01 10:00:00,2021-01-01,10,4,1,6,13.073608814823107,74.88493476702678,1.5905662248356913,78.85583491462313,0.0,10.586114612762243,13.214017380516875,1014.3328745766903,13.849935415074826,0.2543772165582576
2021-01-01 11:00:00,2021-01-01,11,4,1,6,9.425183610782494,57.60157609193033,2.5885683197865723,356.62846207651154,0.0,3.2370955532370145,24.21885379612567,1015.9178557879923,7.432704201108926,0.2216663191936229
2021-01-01 12:00:00,2021-01-01,12,4,1,2,11.246347074231782,45.210027148538956,1.756873141991275,291.0533760973042,0.0,6.530661002279738,16.33898187332838,1015.1038090685018,8.998993700543124,0.9396130346646654
2021-01-01 13:00:00,2021-01-01,13,4,1,2,10.359347070288777,76.51708186238703,1.2264389188745184,195.0330010916352,3.0037207227328455,7.577239124603356,9.345915374273774,1015.0416840890199,14.494104295366526,0.7195816566102985
2021-01-01 14:00:00,2021-01-01,14,4,1,1,10.802281088792425,79.73208390089266,1.1891352456306685,83.72353832330641,0.0,4.453998067499775,21.184603671564638,1013.3936043963643,13.401077254071518,0.28290842593723053
2021-01-01 15:00:00,2021-01-01,15,4,1,0,9.605288973740436,52.38243277939571,1.2610606284996269,186.81115998592995,0.0,5.471079713400494,12.946921943872134,1016.7720316237707,11.684697200230527,0.5606880377254537
2021-01-01 16:00:00,2021-01-01,16,4,1,4,14.351086085467177,46.837812187115325,0.623577143261943,233.63895098810582,0.0,6.888453392156106,6.275589754860393,1015.5919885595315,15.507938511983898,0.4775986493904746
2021-01-01 17:00:00,2021-01-01,17,4,1,2,11.89573526089076,66.39005257328752,2.590854212902501,1.643010128116198,0.0,9.638413144133105,12.047909335247205,1012.5544485836507,8.674105658469847,0.7340175686192055
2021-01-01 18:00:00,2021-01-01,18,4,1,1,10.3469948676482,50.415715043567324,2.2446481639786264,355.64169746938035,0.0,2.723035543610477,21.281247463226073,1006.9321637117932,15.488358169982927,0.42413311046734326
2021-01-01 19:00:00,2021-01-01,19,4,1,2,12.725693520590177,58.70817166743143,3.5929841993367164,225.6411601901105,0.0,10.19782225350219,9.419294774318914,1011.6285794173461,0.0,0.0
2021-01-01 20:00:00,2021-01-01,20,4,1,1,10.385684786852917,78.86806100644253,1.9944263797718556,355.7687308444418,0.0,8.168777944955604,11.530886204692896,1010.4351223240524,0.0,0.0
2021-01-01 21:00:00,2021-01-01,21,4,1,1,13.350068924131374,50.98035215922944,0.7762749701049317,168.86368551532763,0.0,7.8592908568350595,10.431022134892808,1021.8334533830717,0.0,0.0
2021-01-01 22:00:00,2021-01-01,22,4,1,6,6.460800295469581,80.31296305593555,1.7788445759815472,224.46264620241888,0.0,0.7974611767298319,22.96146659290939,1010.9335599335823,0.0,0.0
2021-01-01 23:00:00,2021-01-01,23,4,1,0,16.39482129774989,73.70099939081553,1.807964239996114,166.12586719863808,0.0,13.20892771615344,10.884134043096081,1016.1533356454355,0.0,0.0
2021-01-02 00:00:00,2021-01-02,0,5,1,0,10.516922742171184,50.98629318689504,2.389038714010274,3.4141113998144768,0.0,3.2609956333578776,9.806592433955215,1009.1174814186073,0.0,0.0
2021-01-02 01:00:00,2021-01-02,1,5,1,1,6.5763285686275985,66.32023005230417,4.05091770600847,305.9610177943079,0.0,-0.2358291759075346,23.543516713594823,1009.5313227951092,0.0,0.0
2021-01-02 02:00:00,2021-01-02,2,5,1,2,12.247141463450873,70.70353812531336,0.8891400562075115,161.64057978086157,0.0,8.551670430571654,24.995508574747735,1016.8490743065929,0.0,0.0
2021-01-02 03:00:00,2021-01-02,3,5,1,1,13.880878889763565,50.013801890682174,2.1889980698021945,169.5370290936394,0.0,9.222427557828789,16.87147536569144,1011.7431239008213,0.0,0.0
2021-01-02 04:00:00,2021-01-02,4,5,1,0,6.9253391275020615,47.24746679062584,1.5156330777580012,129.58709016705384,0.0,0.22544955456778126,23.695854986311847,1021.2361368272466,0.0,0.0
2021-01-02 05:00:00,2021-01-02,5,5,1,1,8.584592139651306,66.55839672131323,5.9555173149788425,155.75632831404397,2.584412252869285,1.5844209536023195,20.361732505535507,1018.7925228280873,0.0,0.0
2021-01-02 06:00:00,2021-01-02,6,5,1,2,13.044833543101959,74.69205830678305,2.562499980211402,261.19825798861285,0.0,6.267214966680121,8.752307403587512,1012.3672394562611,0.0,0.0
2021-01-02 07:00:00,2021-01-02,7,5,1,0,11.693674296630022,63.25344200357741,1.4456544754971183,252.22481328929965,0.0,8.08614185334471,18.67848769203147,1009.3087458629954,18.327103904972212,0.24762358939297913
2021-01-02 08:00:00,2021-01-02,8,5,1,11,8.679706848512287,43.501962426596016,3.253255024489938,291.016424043527,0.0,2.0877985826580527,20.80211874190358,1016.2014265612453,18.92040077983712,0.8023597955927456
2021-01-02 09:00:00,2021-01-02,9,5,1,3,9.252468310311139,86.26063533483989,1.4581167587809836,350.88014490347695,0.0,3.45684770108235,19.85996882291324,1013.2862977714475,19.30965546156957,0.9429180196552162
2021-01-02 10:00:00,2021-01-02,10,5,1,4,6.24863955307734,74.74827229272553,2.3166567088635617,140.81948370826544,0.0,1.0912256341829778,15.599060904857796,1017.5895211132222,12.781229899962325,0.7204159029691847
2021-01-02 11:00:00,2021-01-02,11,5,1,3,7.036544248157342,71.05981428934474,1.3592838163718808,122.02542643050843,0.0,-0.7449584539907725,15.304087556996901,1019.2112632113345,13.433147825113629,0.49772894903784604
2021-01-02 12:00:00,2021-01-02,12,5,1,1,4.981316499936493,72.18135059653386,1.7114212430611593,177.66902331961964,0.0,-0.6068772676309129,21.436797140823145,1012.7458582271546,9.55290702647454,0.12399546794564542
2021-01-02 13:00:00,2021-01-02,13,5,1,3,8.954904007670516,59.93028004540347,3.116615281372572,55.580242491947246,0.0,1.7424768754407491,18.780086802668556,1015.6261966776357,10.053041226512109,0.7005636417213363
2021-01-02 14:00:00,2021-01-02,14,5,1,0,12.032825806511866,89.2200249653051,1.3724392979109823,272.890660330305,0.0,5.518796969833435,20.858314918283334,1011.8160613863323,12.728744621026014,0.8348598593290582
2021-01-02 15:00:00,2021-01-02,15,5,1,4,9.200609319231454,46.6339605859256,0.3614190160886943,209.20965303352733,0.0,6.930104132208115,9.148886854479057,1017.1990349309091,7.426413481204577,0.41470869257726317
2021-01-02 16:00:00,2021-01-02,16,5,1,2,13.349687122931744,76.95706887416134,1.1297384559161794,76.08266148130471,0.0,9.748094663112237,24.328661989602804,1010.7258273885931,19.434539137591,0.7653231164694274
2021-01-02 17:00:00,2021-01-02,17,5,1,0,8.062294492674813,61.043798013354944,3.4610506123742253,311.05261872202544,0.0,2.4073223080733817,19.656544822117553,1016.7711920752263,15.275708481772169,0.5400817786504779
